"key","type","title","DOI","date","pub","collections"
"R7CM72K8","journalArticle","On the Organization of the Locomotor CPG: Insights From Split-Belt Locomotion and Mathematical Modeling","10.3389/fnins.2020.598888","2020","Frontiers in Neuroscience","LB2PA2M3;XK5E9LE4"
"AKKYQSJN","journalArticle","Diversity of molecularly defined spinal interneurons engaged in mammalian locomotor pattern generation.","10.1152/jn.00322.2017","2017-12-01","Journal of Neurophysiology","N9R9QB36"
"KXUFWA7P","journalArticle","Sub-populations of Spinal V3 Interneurons Form Focal Modules of Layered Pre-motor Microcircuits.","10.1016/j.celrep.2018.08.095","2018-10-02","Cell Reports","N9R9QB36"
"XZQRRCCQ","journalArticle","Design of silicon brains in the nano-CMOS era: Spiking neurons, learning synapses and neural architecture optimization","10.1016/j.neunet.2013.05.011","September 1, 2013","Neural Networks","5T5PXLZC"
"G4NX9VWK","journalArticle","Vibration receptive sensilla on the wing margins of the silkworm moth Bombyx mori","10.1016/j.jinsphys.2009.10.007","March 1, 2010","Journal of Insect Physiology","MMK48V5F;U65AP8TW;VD7TQ8M3"
"C82FHV3W","journalArticle","SEROTONIN MODULATES THE CENTRAL PATTERN GENERATOR FOR LOCOMOTION IN THE ISOLATED LAMPREY SPINAL CORD",,"1985","Journal of Experimental Biology","7MUA9TNJ;E2FKFDAQ;JHS52VG2;JNXN9AAK;TYJX29H8"
"L8VSXGEL","journalArticle","Central pattern generator for swimming in <i>Melibe</i>","10.1242/jeb.01500","2005-04-01","Journal of Experimental Biology","3JICMNZE;5UVPAB2Z;7MUA9TNJ;JHS52VG2;JNXN9AAK;RPTFU546;SSZX4B6Z;TYJX29H8"
"FIN3YLAZ","journalArticle","Contribution of hind limb flexor muscle afferents to the timing of phase transitions in the cat step cycle","10.1152/jn.1996.75.3.1126","1996-03-01","Journal of Neurophysiology","N9R9QB36"
"8IJTBWKB","journalArticle","Stimulation of the Spinal Cord for the Control of Walking","10.1142/9789813207158_0025","2017-05-01",,"N9R9QB36"
"UNHHX2BX","bookSection","Biomechanics of Cartilage",,,,"AR82MPS8;Q5A46GCA"
"59HJFWI3","journalArticle","Multisensory control of spinal reflex pathways.","10.1016/s0079-6123(08)60803-1","1979-01-01","Progress in Brain Research","N9R9QB36"
"9HFMIKJ2","journalArticle","Decentralized control of insect walking: A simple neural network explains a wide range of behavioral and neurophysiological results","10.1371/journal.pcbi.1007804","Apr 27, 2020","PLOS Computational Biology","N9R9QB36"
"TZTYKBD4","journalArticle","The attitude control of fixed-wing MAVS in turbulent environments","10.1016/j.paerosci.2013.12.003","April 1, 2014","Progress in Aerospace Sciences","MMK48V5F;U65AP8TW;VD7TQ8M3"
"VJM3EB85","journalArticle","Depression of muscle and cutaneous afferent-evoked monosynaptic field potentials during fictive locomotion in the cat.","10.1111/j.1469-7793.1999.00691.x","1999-12-01","The Journal of Physiology","N9R9QB36"
"NCVE7LR7","journalArticle","Control of locomotor cycle durations.","10.1152/jn.00991.2004","2005-03-30","Journal of Neurophysiology","N9R9QB36"
"66W9UATC","journalArticle","An overview of reservoir computing: theory, applications and implementations",,,,"YGJ8NW46"
"9ZL3S7N3","conferencePaper","Motion Control of a Robot Fish Based on CPG","10.1109/ICIT.2005.1600829","2005",,"7MUA9TNJ;JHS52VG2;T82M4DVB;TYJX29H8"
"MY5G7QAY","journalArticle","Brainstem Circuits for Locomotion","10.1146/annurev-neuro-082321-025137","2022","Annual Review of Neuroscience","N9R9QB36;XXAXGRUX"
"BCWXW2JU","journalArticle","Peripheral and Central Control of Flexor Digitorum Longus and Flexor Hallucis Longus Motoneurons: The Synaptic Basis of Functional Diversity","10.1007/bf00235825","1984-01-01","Experimental Brain Research","N9R9QB36"
"E8TWECEU","journalArticle","Contribution of Force Feedback to Ankle Extensor Activity in Decerebrate Walking Cats","10.1152/jn.00325.2004","2004-10-01","Journal of Neurophysiology","N9R9QB36"
"KZ5EB3IP","journalArticle","Coding Efficiency of Fly Motion Processing Is Set by Firing Rate, Not Firing Precision","10.1371/journal.pcbi.1000860","Jul 22, 2010","PLOS Computational Biology","5T5PXLZC"
"XREDUR5F","journalArticle","Ankle Extensor EMG Patterns Quantification of Muscle Load, Length Change, and Mechanics of Slope Walking in the Cat:",,"2015-01-01",,"N9R9QB36"
"FABKCHXW","thesis","A model of muscle-tendon function in human walking",,"2012",,"Q5A46GCA"
"GYSCGJMZ","conferencePaper","Technologies for distributed flight control systems: A review","10.1109/MIPRO.2015.7160432","May 2015",,"U65AP8TW"
"RHHM377J","journalArticle","Synchronization dynamics of two coupled neural oscillators receiving shared and unshared noisy stimuli","10.1007/s10827-008-0120-8","6/2009","Journal of Computational Neuroscience","QUIZCN5R"
"4KTH6LZ2","journalArticle","Afferent control of locomotor CPG: insights from a simple neuromechanical model: Afferent control of locomotor CPG","10.1111/j.1749-6632.2010.05435.x","06/2010","Annals of the New York Academy of Sciences","TYJX29H8"
"V7LIECKI","journalArticle","An electronic implementation for MorrisΓÇôLecar neuron model","10.1007/s11071-016-2647-y","6/2016","Nonlinear Dynamics","YGJ8NW46"
"HNBVIKBL","journalArticle","Neural-Network-Based Flush Air Data Sensing System Demonstrated on a Mini Air Vehicle","10.2514/1.44157","2010","Journal of Aircraft","BBE4U5K8;U65AP8TW"
"E5IQN899","journalArticle","Chapter 10--a hierarchical perspective on rhythm generation for locomotor control.","10.1016/b978-0-444-53825-3.00015-2","2011-01-01","Progress in Brain Research","N9R9QB36"
"FUMHKUSX","journalArticle","Computer vision algorithms on reconfigurable logic arrays","10.1109/71.744833","January 1999","IEEE Transactions on Parallel and Distributed Systems","5T5PXLZC"
"4H2HWPQU","journalArticle","How Do We Approach the Locomotor Network in the Mammalian Spinal Cord?a","10.1111/j.1749-6632.1998.tb09039.x","1998-11-01","Annals of the New York Academy of Sciences","N9R9QB36"
"KCN2ER23","conferencePaper","Technologies for distributed flight control systems: A review","10.1109/MIPRO.2015.7160432","May 2015",,"MMK48V5F;U65AP8TW"
"EFRY6KCZ","journalArticle","Shared reflex pathways from Ib tendon organ afferents and Ia muscle spindle afferents in the cat.","10.1113/jphysiol.1983.sp014663","1983-05-01","The Journal of Physiology","N9R9QB36"
"2M7T3EHE","journalArticle","Design of a Quadruped Robot Driven by Air Muscles","10.1109/BIOROB.2006.1639201","2006","The First IEEE/RAS-EMBS International Conference on Biomedical Robotics and Biomechatronics","5TDG33CE;6TF2M9GP"
"UH47D5F3","journalArticle","Multistate network model for the pathfinding problem with a self-recovery property","10.1016/j.neunet.2014.08.008","02/2015","Neural Networks","TYJX29H8"
"AJS9GUJJ","journalArticle","Differential origin of reticulospinal drive to motoneurons innervating trunk and hindlimb muscles in the mouse revealed by optical recording","10.1113/jphysiol.2008.158105","2008-11-01","The Journal of Physiology","N9R9QB36"
"9QWQ3RTI","journalArticle","Bioinspired morphing wings for extended flight envelope and roll control of small drones","10.1098/rsfs.2016.0092","2017/02/06","Interface Focus","MMK48V5F;U65AP8TW;VD7TQ8M3"
"VHYJ2V4L","journalArticle","A Dynamic Neural Network Designed Using Analytical Methods Produces Dynamic Control Properties Similar to an Analogous Classical Controller","10.1109/lcsys.2018.2871126","2019-04-01",,"N9R9QB36"
"J9L25DZ5","journalArticle","Muscle power production during intermittent swimming in bluegill sunfish","10.1002/jez.2751","12/2023","Journal of Experimental Zoology Part A: Ecological and Integrative Physiology","VD8SAM7F"
"X6WWDU6W","journalArticle","Neural control of rhythmic limb motion is shaped by size and speed","10.21203/rs.3.rs-153297/v1","2021",,"N9R9QB36"
"WELKHBP3","journalArticle","Tunable stiffness in fish robotics: mechanisms and advantages","10.1088/1748-3190/ac3ca5","2022-01-01","Bioinspiration & Biomimetics","VD8SAM7F"
"MYVXXKDR","journalArticle","Intrinsic function of a neuronal network ΓÇö a vertebrate central pattern generator","10.1016/S0165-0173(98)00002-2","05/1998","Brain Research Reviews","TYJX29H8"
"7JT2DYJW","conferencePaper","Adding Proprioceptive Feedback to Virtual Reality Experiences Using Galvanic Vestibular Stimulation","10.1145/3290605.3300905","2019-05-02",,"7N4C29P2"
"VD77YJ6P","journalArticle","The role of Renshaw cells in locomotion: antagonism of their excitation from motor axon collaterals with intravenous mecamylamine","10.1007/bf00236206","1987-03-01","Experimental Brain Research","N9R9QB36"
"UJZQ4LAY","journalArticle","Low-threshold, short-latency cutaneous reflexes during fictive locomotion in the ""semi-chronic"" spinal cat.","10.1007/bf00231657","1992-01-01","Experimental Brain Research","N9R9QB36"
"U665C35B","journalArticle","The role of the motor cortex in the control of accuracy of locomotor movements in the cat.","10.1113/jphysiol.1993.sp019498","1993-02-01","The Journal of Physiology","N9R9QB36"
"XRNWLLJZ","journalArticle","Frequency-dependent recruitment of V2a interneurons during fictive locomotion in the mouse spinal cord","10.1038/ncomms1276","2011-04-12","Nature Communications","N9R9QB36"
"Z65RBUPS","attachment","Encoding of Muscle Contractile Tension by golgi tendon organs",,,,"XXAXGRUX"
"U73IYP4I","journalArticle","Nitride-Based Materials for Flexible MEMS Tactile and Flow Sensors in Robotics","10.3390/s17051080","2017-05-10","Sensors","8KUXKGCX"
"UUIKHQTR","journalArticle","An improved muscle-reflex actuator for use in large-scale neuromusculoskeletal models","10.1007/BF02584437","1995-07-01","Annals of Biomedical Engineering","7N4C29P2;N9R9QB36"
"XHLCB82N","journalArticle","Hip proprioceptors preferentially modulate reflexes of the leg in human spinal cord injury","10.1152/jn.00261.2012","2013-07-15","Journal of Neurophysiology","N9R9QB36"
"TBFUE7P5","journalArticle","The pyloric central pattern generator in Crustacea: a set of conditional neuronal oscillators","10.1007/BF00604049","1988","Journal of Comparative Physiology A","3JICMNZE;7MUA9TNJ;JHS52VG2;JNXN9AAK;RPTFU546;TYJX29H8;YWBJ6R8Z;YXNK8WUU"
"FBB6T7UT","journalArticle","The Circuitry of the Human Spinal Cord: Spinal and Corticospinal Mechanisms of Movement",,"2012-04-01",,"N9R9QB36"
"6CLDF478","journalArticle","Candidate Interneurons Mediating the Resetting of the Locomotor Rhythm by Extensor Group I Afferents in the Cat.","10.1016/j.neuroscience.2020.09.017","2020","Neuroscience","N9R9QB36"
"NF3C56HN","journalArticle","A Limited Set of Muscle Synergies for Force Control During a Postural Task","10.1152/jn.00681.2004","2005/01/01","Journal of Neurophysiology","BHJDGXEG;SRBJQXRQ;WGWM9X3A"
"S4CWI4NW","journalArticle","Reliability and stochastic synchronization in type I vs. type II neural oscillators","10.1016/j.neucom.2006.10.075","6/2007","Neurocomputing","QUIZCN5R"
"ZFVU2MVX","journalArticle","Adaptive control for backward quadrupedal walking. III. Stumbling corrective reactions and cutaneous reflex sensitivity.","10.1152/jn.1993.70.3.1102","1993-09-01","Journal of Neurophysiology","N9R9QB36"
"SX6WSKDU","journalArticle","A neuromechanical simulation of insect walking and transition to turning of the cockroach Blaberus discoidalis","10.1007/s00422-013-0573-3","2013/11/01","Biological Cybernetics","9KWWRHPC;MA3TJQ29;N9R9QB36;NW7YXWPA;V22WMIYJ;Z2IJ6ASX"
"Q73BNFFI","journalArticle","The central pattern generator for forelimb locomotion in the cat.","10.1016/s0079-6123(03)43011-2","2004-01-01","Progress in Brain Research","N9R9QB36"
"ULZ8YRL6","journalArticle","Synaptic actions on motoneurones caused by impulses in Golgi tendon organ afferents.","10.1113/jphysiol.1957.sp005849","1957-09-23","The Journal of Physiology","N9R9QB36"
"GRNHKK67","conferencePaper","A low-cost GPS/inertial attitude heading reference system (AHRS) for general aviation applications","10.1109/PLANS.1998.670207","April 1998",,"8KUXKGCX;U65AP8TW"
"MBPFM5Q5","journalArticle","Proprioceptive Control of Extensor Activity during Fictive Scratching and Weight Support Compared to Fictive Locomotion","10.1523/jneurosci.19-24-10966.1999","1999-12-15","The Journal of Neuroscience","N9R9QB36"
"MH8N8QPJ","journalArticle","Hummingbird flight stability and control in freestream turbulent winds","10.1242/jeb.114553","2015/05/01","Journal of Experimental Biology","BBE4U5K8;U65AP8TW"
"KN4HQ3T8","journalArticle","Hip proprioceptive feedback influences the control of mediolateral stability during human walking","10.1152/jn.00551.2015","10/2015","Journal of Neurophysiology","7N4C29P2"
"VHXZMYI6","journalArticle","A Spiking Neuron Model for Binocular Rivalry",,,,"YGJ8NW46"
"J3WDY2YY","journalArticle","Control of oscillation periods and phase durations in half-center central pattern generators: a comparative mechanistic analysis","10.1007/s10827-008-0124-4","8/2009","Journal of Computational Neuroscience","ADI9MVVM;N9R9QB36"
"MAQ7EBJW","journalArticle","The effects of stimulation of static and dynamic fusimotor fibres on the response to stretching of the primary endings of muscle spindles","10.1113/jphysiol.1964.sp007476","1964","The Journal of Physiology","7N4C29P2;N9R9QB36"
"KE45YG6J","journalArticle","Powered artificial knee with agonist-antagonist actuation",,"2010-02-01",,"N9R9QB36"
"49X6YPS3","journalArticle","Sensory Systems in the Control of Movement","10.1002/cphy.c100086","2012-10-01","Comprehensive Physiology","N9R9QB36"
"6P77Y6TH","journalArticle","Efficient Embedded Neural-Network-Based License Plate Recognition System","10.1109/TVT.2008.915524","Sept 2008","IEEE Transactions on Vehicular Technology","5T5PXLZC"
"2P59MF84","journalArticle","Multiple Rhythmic States in a Model of the Respiratory Central Pattern Generator","10.1152/jn.90958.2008","04/2009","Journal of Neurophysiology","3JICMNZE;7MUA9TNJ;IY7BSXUR;JHS52VG2;TYJX29H8"
"LJ7CESMF","journalArticle","Muscle proprioceptors in adult rat: mechanosensory signaling and synapse distribution in spinal cord","10.1152/jn.00497.2017","2017-11-01","Journal of Neurophysiology","XXAXGRUX"
"E8RBQTFJ","journalArticle","Estimation of Quasi-Stiffness of the Human Knee in the Stance Phase of Walking","10.1371/journal.pone.0059993","Mar 22, 2013","PLOS ONE","Q5A46GCA"
"TN2DVMAX","journalArticle","Role of sensory feedback in the control of stance duration in walking cats.","10.1016/j.brainresrev.2007.06.014","January 2008","Brain research reviews","DSDYXL2L;N6HLE6P7;P7B3YT3N;RPTFU546;XXAXGRUX"
"99WF7Q46","journalArticle","Simple robot suggests physical interlimb communication is essential for quadruped walking","10.1098/rsif.2012.0669","2013-01-06","Journal of The Royal Society Interface","N9R9QB36"
"P4F5XGN5","journalArticle","Left-right coordination from simple to extreme conditions during split-belt locomotion in the chronic spinal adult cat","10.1113/JP272740","2016-07-01","The Journal of Physiology","N9R9QB36;XK5E9LE4"
"I5W23X4K","journalArticle","Models of ensemble firing of muscle spindle afferents recorded during normal locomotion in cats","10.1111/j.1469-7793.1998.277bu.x","1998-02-15","The Journal of Physiology","N9R9QB36"
"Q2RK9QUC","journalArticle","The Spinal Control of Backward Locomotion.","10.1523/jneurosci.0816-20.2020","2020","The Journal of Neuroscience","N9R9QB36"
"7QQUBZVX","journalArticle","Propriospinal Neurons: Essential Elements of Locomotor Control in the Intact and Possibly the Injured Spinal Cord.","10.3389/fncel.2019.00512","2019-11-12","Frontiers in Cellular Neuroscience","N9R9QB36"
"SQW3NEV6","journalArticle","Changes in leg movements and muscle activity with speed of locomotion and mode of progression in humans","10.1111/j.1748-1716.1985.tb07612.x","1985-04-01","Acta Physiologica Scandinavica","N9R9QB36"
"CCV4MBWZ","journalArticle","Regulation of Arm and Leg Movement during Human Locomotion","10.1177/1073858404264680","2004-08-01","The Neuroscientist","N9R9QB36"
"6XMDRM8E","journalArticle","Initiating or Blocking Locomotion in Spinal Cats by Applying Noradrenergic Drugs to Restricted Lumbar Spinal Segments","10.1523/jneurosci.20-22-08577.2000","2000-11-15","The Journal of Neuroscience","N9R9QB36"
"8XPVJXQJ","journalArticle","Effects of muscle dynamics and proprioceptive feedback on the kinematics and CPG activity of salamander stepping","10.1186/1471-2202-12-S1-P158","12/2011","BMC Neuroscience","7N4C29P2"
"XLJWQJT3","journalArticle","LOCOMOTION CHARACTERIZATION OF DCC AND NCK2 MUTANT MICE",,"2019-01-15",,"N9R9QB36"
"994JZYYF","journalArticle","How Fish Power Swimming","10.1126/science.8332898","1993-07-16","Science","VD8SAM7F"
"HWCLM4YA","journalArticle","Ensemble firing of muscle afferents recorded during normal locomotion in cats","10.1111/j.1469-7793.1998.293bu.x","1998-02-01","The Journal of Physiology","7N4C29P2;N9R9QB36"
"3RS4YNKW","journalArticle","Neuronal specification in the spinal cord: inductive signals and transcriptional codes","10.1038/35049541","2000-10-01","Nature Reviews Genetics","N9R9QB36"
"G5QTVT5I","thesis","Neurologically Based Control for Quadruped Walking",,"2016",,"3BN6JX5Z;7E78U3HX;AJENK7I2;G7U2YC7Y;HH56GVGM;LB2PA2M3;TK8F7HCH"
"NAPM53MP","journalArticle","Embryonic assembly of a central pattern generator without sensory input","10.1038/416174a","3/2002","Nature","TYJX29H8"
"3UD56BP8","journalArticle","Effects of training on the recovery of full-weight-bearing stepping in the adult spinal cat.","10.1016/0014-4886(86)90094-4","1986-05-01","Experimental Neurology","N9R9QB36"
"G6KIG2SZ","journalArticle","Vertebrate Pattern Generation: Overview.",,"2014-01-01",,"N9R9QB36"
"BGU8UZJE","journalArticle","Bio-inspired controller achieving forward speed modulation with a 3D bipedal walker","10.1177/0278364917743320","January 1, 2018","The International Journal of Robotics Research","5ZBAX3UJ;8ZK4JUJB;9KWWRHPC;C9GHUG33;G7U2YC7Y;NW7YXWPA;SUKCWFGV;V22WMIYJ;XK5E9LE4;Z2IJ6ASX;Z8JX6KUL"
"CW288W2C","journalArticle","In Vitro Reconstruction of the Respiratory Central Pattern Generator of the Mollusk <i>Lymnaea</i>","10.1126/science.2218532","1990-10-12","Science","3JICMNZE;7MUA9TNJ;IY7BSXUR;JHS52VG2;JNXN9AAK;RPTFU546;SSZX4B6Z;TYJX29H8"
"8W3XWCB4","journalArticle","Stimulation of the group I extensor afferents prolongs the stance phase in walking cats.","10.1007/bf00241961","1995-01-01","Experimental Brain Research","N9R9QB36"
"TD3UMYKA","journalArticle","A Neuromechanical Rat Model with a Complete Set of Hind Limb Muscles","10.1007/978-3-319-95972-6_57","2018-07-17",,"N9R9QB36"
"S7K5VJC2","webpage","The cerebellar microcircuit as an adaptive filter: experimental and computational evidence | Nature Reviews Neuroscience",,,,"MMK48V5F;U65AP8TW"
"WP5FBPY8","journalArticle","Amplitude modulation of the soleus H-reflex in the human during walking and standing","10.1523/jneurosci.06-05-01308.1986","1986-05-01","The Journal of Neuroscience","N9R9QB36"
"TGZNDLYX","journalArticle","Group I disynaptic excitation of cat hindlimb flexor and bifunctional motoneurones during fictive locomotion.","10.1111/j.1469-7793.2000.t01-1-00549.x","2000-06-01","The Journal of Physiology","N9R9QB36"
"B9H7K6VP","journalArticle","Extending the Functional Subnetwork Approach to a Generalized Linear Integrate-and-Fire Neuron Model","10.3389/fnbot.2020.577804","2020-11-13","Frontiers in Neurorobotics","68IMS87T;7MUA9TNJ;8A6RE9ZG;BBGSDJ8D;CQ4PSU6E;G2YJMU83;GH5SI7R8;HH56GVGM;IUHWJX44;JHS52VG2;N9R9QB36;PUS8CILG;RK95XFHP;RPTFU546;S495ULAK;V22WMIYJ;Z2IJ6ASX"
"L7R8G24M","journalArticle","Vertebrate Pattern Generation: Overview","10.1007/978-1-0716-1006-0_758","2022-01-01",,"N9R9QB36"
"K7NY9EVC","journalArticle","Central Pattern Generators of the Mammalian Spinal Cord","10.1177/1073858410396101","02/2012","The Neuroscientist","7MUA9TNJ;JHS52VG2;JNXN9AAK;TSL7SF8X;TYJX29H8"
"IEWR2ZHS","journalArticle","A Neural Network with Central Pattern Generators Entrained by Sensory Feedback Controls Walking of a Bipedal Model","10.1007/978-3-319-42417-0_14","2016-07-19",,"N9R9QB36"
"HQTI5YDQ","journalArticle","On a response characteristic of a mathematical neuron model","10.1007/BF00290514","3/1972","Kybernetik","YGJ8NW46"
"GJLDANTN","journalArticle","Mechanosensory encoding of forces in walking uphill and downhill: force feedback can stabilize leg movements in stick insects","10.1152/jn.00414.2023","2024-02","Journal of Neurophysiology","XRRT83XE"
"67EIXRQV","journalArticle","What Can Bidirectional Walking Tell Us about Central Pattern Generators?","10.1007/s11055-023-01357-0","2022-10-01",,"N9R9QB36"
"VKC5THEJ","journalArticle","Swing-to-Stance Transition in Walking Cats A Role for Hip Position in Initiating the",,"2005-01-01",,"N9R9QB36"
"HCRQPHCM","journalArticle","On the initiation of the swing phase of locomotion in chronic spinal cats.","10.1016/0006-8993(78)90973-3","1978-05-12","Brain Research","N9R9QB36"
"4CMME7BT","journalArticle","Plasticity of connections underlying locomotor recovery after central and/or peripheral lesions in the adult mammals","10.1098/rstb.2006.1889","2006-09-29","Philosophical Transactions of the Royal Society B","N9R9QB36"
"Z9REWSBB","journalArticle","Activation of groups of excitatory neurons in the mammalian spinal cord or hindbrain evokes locomotion","10.1038/nn.2482","2010-02-01","Nature Neuroscience","N9R9QB36"
"6VPR2DQK","journalArticle","Afferent-mediated modulation of the soleus muscle activity during the stance phase of human walking","10.1007/s00221-006-0451-5","9/2006","Experimental Brain Research","7N4C29P2"
"WQ2NV7UX","journalArticle","Evaluation of intracellular labeling with micron-sized particles of iron oxide (MPIOs) as a general tool for in vitro and in vivo tracking of human stem and progenitor cells.","10.3727/096368911x627598","2012-08-01","Cell Transplantation","N9R9QB36"
"25Z45LIN","journalArticle","Activity of interneurons mediating reciprocal 1a inhibition during locomotion","10.1016/0006-8993(75)90974-9","1975-02-07","Brain Research","N9R9QB36"
"38Q5G82H","journalArticle","The convergence of monosynaptic excitatory afferents on to many different species of alpha motoneurones","10.1113/jphysiol.1957.sp005794","1957-06-18","The Journal of Physiology","N9R9QB36"
"GXYDHJNV","journalArticle","Recent advances in physical reservoir computing: A review","10.1016/j.neunet.2019.03.005","07/2019","Neural Networks","J98IRJME;YGJ8NW46"
"CVKGN5SJ","journalArticle","Motor Systems","10.1007/978-3-030-41878-6_9","2020-01-01",,"N9R9QB36"
"6GYUQC66","journalArticle","Ankle dorsi- and plantar-flexion torques measured by dynamometry in healthy subjects from 5 to 80 years","10.1186/1471-2474-14-104","2013/12","BMC Musculoskeletal Disorders","AJENK7I2"
"NDA8BFXJ","webpage","MAV Attitude Estimation Using Low-Cost MEMS Inertial Sensors and GPS,",,,,"8KUXKGCX;U65AP8TW"
"5RD7M2P6","journalArticle","Symbiotic electroneural and musculoskeletal framework to encode proprioception via neurostimulation: ProprioStim","10.1016/j.isci.2023.106248","2023-03-17","iScience","7N4C29P2;N9R9QB36"
"HQZX9CP7","journalArticle","Positive Force Feedback Control of Muscles","10.1152/jn.1997.77.6.3226","1997-06-01","Journal of Neurophysiology","8ZJVZTWZ;XXAXGRUX"
"TYZBHRBA","conferencePaper","FPGA Acceleration of Recurrent Neural Network Based Language Model","10.1109/FCCM.2015.50","May 2015",,"5T5PXLZC"
"A7969YC4","journalArticle","Networks of spiking neurons: The third generation of neural network models","10.1016/S0893-6080(97)00011-7","12/1997","Neural Networks","9MSB9F4D;YGJ8NW46"
"ZW7QJCRI","journalArticle","Asymmetric control of cycle period by the spinal locomotor rhythm generator in the adult cat.","10.1113/jphysiol.2009.176669","2009-10-01","The Journal of Physiology","N9R9QB36"
"8TM3EN2Y","journalArticle","Joint forces in extension of the knee: Analysis of a mechanical model","10.3109/17453678608993213","January 1, 1986","Acta Orthopaedica Scandinavica","Q5A46GCA"
"CIGEXD4I","journalArticle","Organization of the Mammalian Locomotor CPG: Review of Computational Model and Circuit Architectures Based on Genetically Identified Spinal Interneurons(1,2,3).","10.1523/eneuro.0069-15.2015","2015-09-01",,"N9R9QB36"
"WQLQ5EAH","journalArticle","Unusual Quadrupedal Locomotion in Rat during Recovery from Lumbar Spinal Blockade of 5-HT7 Receptors.","10.3390/ijms22116007","2021-06-01","International Journal of Molecular Sciences","N9R9QB36"
"JISEZI2K","journalArticle","Locomotion of snake-like robots using adaptive neural oscillators","10.1007/s11370-009-0049-4","1/2010","Intelligent Service Robotics","QUIZCN5R"
"FD4228EF","conferencePaper","Toward an insect-inspired event-based autopilot combining both visual and control events","10.1109/EBCCSP.2017.8022822","May 2017",,"5T5PXLZC"
"YDMN927A","journalArticle","The case for and against muscle synergies","10.1016/j.conb.2009.09.002","December 2009","Current Opinion in Neurobiology","BHJDGXEG;G7U2YC7Y;KKTCWNPD;Z8JX6KUL;N9R9QB36"
"597VE355","journalArticle","Neuromechanical Model of Rat Hind Limb Walking with Two Layer CPGs and Muscle Synergies","10.1007/978-3-319-95972-6_15","2018-07-17",,"N9R9QB36"
"YZ8T6G7R","journalArticle","Mode locking and Arnold tongues in integrate-and-fire neural oscillators","10.1103/PhysRevE.60.2086","1999-8-1","Physical Review E","QUIZCN5R"
"RFG9QSAU","journalArticle","Intracellular analysis of reflex pathways underlying the stumbling corrective reaction during fictive locomotion in the cat.","10.1152/jn.00176.2005","2005-09-01","Journal of Neurophysiology","N9R9QB36"
"6Q73S5A7","journalArticle","Left-right locomotor coordination in human neonates","10.1523/jneurosci.0612-22.2022","2022-07-13","The Journal of Neuroscience","N9R9QB36"
"BHD3TP2Y","journalArticle","Posture control of a cockroach-like robot","10.1109/robot.1998.676348","1998-05-16",,"N9R9QB36"
"PTQN2CXT","conferencePaper","Feather-Inspired Sensor for Stabilizing Unmanned Aerial Vehicles in Turbulent Conditions","10.1007/978-3-319-63537-8_20","2017/07/26",,"U65AP8TW"
"23JAB7MQ","journalArticle","The locomotion of the low spinal cat. II. Interlimb coordination","10.1111/j.1748-1716.1980.tb06534.x","1980-03-01","Acta Physiologica Scandinavica","N9R9QB36"
"TS7UMFA8","journalArticle","Two-Level Model of Mammalian Locomotor CPG","10.1007/978-1-4614-7320-6_49-2","2013-01-01",,"N9R9QB36"
"H7LDITI9","journalArticle","A distributed neural network architecture for hexapod robot locomotion","10.1162/neco.1992.4.3.356","1992-05-01","Neural Computation","N9R9QB36"
"Q4XZPARW","journalArticle","Adaptive Control Responses to Behavioral Perturbation Based Upon the Insect",,"2006-11-01",,"N9R9QB36"
"EA6U8SID","journalArticle","Signals from load sensors underlie interjoint coordination during stepping movements of the stick insect leg.","10.1152/jn.01271.2003","2004-07-01","Journal of Neurophysiology","N9R9QB36"
"EXETXBE6","journalArticle","Sensory Feedback Induced by Front-Leg Stepping Entrains the Activity of Central Pattern Generators in Caudal Segments of the Stick Insect Walking System","10.1523/JNEUROSCI.3155-08.2009","2009-03-04","Journal of Neuroscience","7N4C29P2;8A6RE9ZG;CQ4PSU6E"
"MPWGVRNJ","journalArticle","Force-sensitive afferents recruited during stance encode sensory depression in the contralateral swinging limb during locomotion.","10.1111/nyas.12055","2013-03-01","Annals of the New York Academy of Sciences","N9R9QB36"
"AT926EMG","journalArticle","A Silicon Central Pattern Generator Controls Locomotion in Vivo","10.1109/TBCAS.2008.2001867","9/2008","IEEE Transactions on Biomedical Circuits and Systems","TYJX29H8"
"E5VXBQTY","journalArticle","A Soft-Body Controller with Ubiquitous Sensor Feedback","10.1007/978-3-642-31525-1_4","2012-07-09",,"N9R9QB36"
"PHUMZDCQ","journalArticle","Contribution of morphology and membrane resistance to integration of fast synaptic signals in two thalamic cell types","10.1113/jphysiol.2006.113043","2006-11-15","The Journal of Physiology","N9R9QB36"
"B2ZMQCCW","journalArticle","Recovery of locomotion after chronic spinalization in the adult cat","10.1016/0006-8993(87)91442-9","1987-05-26","Brain Research","N9R9QB36"
"I8RERQWK","journalArticle","Evolution and Development of a Central Pattern Generator for the Swimming of a Lamprey","10.1162/106454699568773","07/1999","Artificial Life","3JICMNZE;5UVPAB2Z;7MUA9TNJ;E2FKFDAQ;JHS52VG2;JNXN9AAK;TYJX29H8"
"UG64DXCA","journalArticle","Analyzing Modeled Torque Profiles to Understand Scale-Dependent Active Muscle Responses in the Hip Joint","10.3390/biomimetics7010017","2022/3","Biomimetics","6TF2M9GP;FPJSQBTB;HH56GVGM;MDMQ892R;FXQ6HTLZ;N9R9QB36"
